Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
20/21,Round 19,17/01/21,Denizlispor,Hatayspor,0,2,6.62,7.09,4-4-2,4-2-3-1,C. Pantilimon; Ö. Özdemir; F. Leismann; M. Özkal; T. Lopes; M. Dossevi; R. Murawski; (c) R. Niyaz; Á. Sagal; H. Sacko; M. Mešanovič,A. Alkan; S. Popov; J. C. Billong; P. Santos; (c) M. Çaytemel; R. Aabid; R. Ribeiro; D. Babajide; A. Traoré; A. Boupendza; M. B. Diouf
20/21,Round 19,17/01/21,Yeni Malatyaspor,Rizespor,4,1,7.05,6.42,4-4-2,4-2-3-1,E. Özbir; I. Chebake; Wallace; S. Kaya; T. L. Hadebe; Z. Yavru; Y. Ndayishimiye; (c) A. Büyük; M. Fofana; U. Bulut; K. Kanatsızkuş,T. Çetin; O. Bulut; S. Ay; E. Dilaver; D. Melnjak; (c) A. Durak; G. Donsah; K. Michalak; D. Erdoğan; F. Andrade; M. Škoda
20/21,Round 19,17/01/21,Beşiktaş,Galatasaray,2,0,7.16,6.46,4-2-3-1,4-1-4-1,E. Destanoğlu; V. Rosier; D. Vida; F. Montero; R. Yılmaz; Souza; (c) A. Hutchinson; R. Ghezzal; O. Özyakup; C. Larin; V. Aboubakar,O. Kocuk; Ş. Özbayraklı; C. Luyindama; Marcão; M. Saracchi; T. Antalyalı; O. Çağlayan; Y. Belhanda; O. Etebo; (c) A. Turan; M. Diagne
20/21,Round 19,18/01/21,Fenerbahçe,Ankaragücü,3,1,6.89,6.71,4-2-3-1,4-2-3-1,A. Bayındır; N. Sangaré; S. Aziz; M. Tisserand; F. Novák; O. Tufan; (c) L. Gustavo; Enner Valencia; D. Pelkas; M. Thiam; M. Samatta,R. Friedrich; T. Pinto; A. Çankaya; Z. Šarlija; A. Turan; I. Voca; (c) D. Łukasik; S. Lobjanidze; E. Çekiçi; J. Paintsil; J. Bolingi
20/21,Round 19,18/01/21,Kasımpaşa,Erzurumspor,1,2,6.6,6.96,4-2-3-1,4-2-3-1,(c) R. Köse; F. Hadergjonaj; D. Luckassen; T. Břečka; E. Elmalı; D. Haspolat; A. Kara; K. Varga; A. Hodžić; Y. Erdoğan; I. K. Thelin,J. Szumski; M. M. Uçar; M. D. Costa; A. Teikeu; L. Schwechlen; J. O. Omolo; P. Boumal; C. A. Alkılıç; (c) A. Chahechouhe; E. Başsan; R. Gomes
20/21,Round 18,09/01/21,Sivasspor,Gaziantep,2,1,7.14,6.71,4-1-4-1,5-3-2,A. Ş. Vural; R. Yalçın; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; Claudemir; E. Yeşilyurt; (c) H. Arslan; F. Fajr; M. Gradel; O. Kayode,(c) G. Güvenç; O. Ceylan; P. Olkowski; K. Aktaş; P. Djilobodji; G. Vural; K. Mirallas; A. Vetrih; A. Maxim; J. Junior; M. Demir
20/21,Round 18,09/01/21,Göztepe,Antalyaspor,0,1,6.57,6.99,4-4-2,4-3-3,İ. C. Eğribayat; M. Paluli; M. Mihojević; Titi; B. Emir; (c) H. Akbunar; K. Sönmez; S. Aydoğdu; S. Napoleoni; C. Ndiaye; B. Ideye,R. Boffin; B. Balcı; V. Sarı; Naldo; F. Kudryashov; (c) H. Özmert; N. Şahin; Fredy; G. Bayrakdar; D. Orgill; A. d. Silva
20/21,Round 18,09/01/21,Kayserispor,Yeni Malatyaspor,1,0,6.87,6.79,4-2-3-1,4-4-2,D. Alemdar; Z. Kvržić; (c) C. Săpunaru; D. Kolovetsios; A. Behich; Campanharo; Y. Ackah; A. Lennon; D. Avramovski; İ. Parlak; D. Alibec,E. Özbir; I. Chebake; Wallace; S. Kaya; B. Cevahir; K. Kanatsızkuş; A. Ildız; A. Afriyie; M. Fofana; B. Tetteh; (c) A. Büyük
20/21,Round 18,09/01/21,Galatasaray,Gençlerbirliği,6,0,7.38,6.09,4-1-4-1,4-2-3-1,O. Kocuk; Ş. Özbayraklı; R. Donk; Marcão; E. Taşdemir; T. Antalyalı; O. Çağlayan; Y. Belhanda; E. Akbaba; (c) A. Turan; M. Diagne,U. Adiyaman; M. Johansson; A. Kızıldağ; (c) Z. Touré; P. Polomat; R. Piris; S. Dikmen; D. Candeias; M. Yildirim; F. Ayité; S. Yılmaz
20/21,Round 18,10/01/21,Karagümrük,Konyaspor,2,1,6.84,6.59,4-1-4-1,4-2-3-1,E. Viviano; V. E. Hedenstad; F. Kurucuk; G. Campi; J. Balkovec; (c) L. Biglia; A. Ndao; B. Ndiaye; A. Bertolacci; F. Borini; M. Erdinç,(c) I. Šehić; N. Skubic; A. Çalık; M. Jevtović; G. H. Sityá; O. K. Güçtekin; A. Hadžiahmetović; L. Shengelia; D. Milošević; S. Cikalleshi; A. Kravets
20/21,Round 18,10/01/21,Rizespor,Denizlispor,1,1,6.99,6.89,4-2-3-1,4-4-2,G. Akkan; M. Morozyuk; M. Talbi; Y. Meriah; D. Melnjak; (c) A. Durak; Y. Pehlivan; B. Samudio; T. Torun; F. Andrade; M. Škoda,C. Pantilimon; T. Lopes; F. Leismann; M. Özkal; Z. Bergdich; M. Bakalorz; R. Murawski; R. Niyaz; Á. Sagal; (c) H. Rodallega; M. Mešanovič
20/21,Round 18,10/01/21,Ankaragücü,Başakşehir,1,2,6.64,6.84,4-4-2,4-1-4-1,R. Friedrich; Z. Šarlija; A. Çankaya; E. Dikmen; A. Turan; S. Lobjanidze; A. Dioussé; (c) D. Łukasik; E. Çekiçi; T. Børven; J. Bolingi,V. Babacan; Rafael; C. Ponck; A. Epureanu; H. A. Kaldırım; (c) M. Tekdemir; E. Višća; İ. C. Kahveci; N. Chadli; D. Türüç; F. Gulbrandsen
20/21,Round 18,10/01/21,Hatayspor,Beşiktaş,2,2,6.86,6.8,4-2-3-1,4-2-3-1,A. Alkan; S. Popov; J. C. Billong; P. Santos; (c) M. Çaytemel; R. Aabid; R. Ribeiro; D. Babajide; A. Traoré; S. Ilgaz; A. Boupendza,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; Souza; N. Uysal; R. Ghezzal; (c) A. Hutchinson; C. Larin; V. Aboubakar
20/21,Round 18,11/01/21,Erzurumspor,Fenerbahçe,0,3,6.53,7.27,4-2-3-1,4-2-3-1,F. Farnolle; C. A. Alkılıç; A. Teikeu; H. Hatipoğlu; L. Schwechlen; O. Çelik; P. Boumal; E. Başsan; (c) G. Obertan; A. Novikovas; R. Gomes,A. Bayındır; N. Sangaré; M. Tisserand; S. Çiftpınar; C. Erkin; O. Tufan; (c) L. Gustavo; S. Gümüş; M. H. Yandaş; D. Pelkas; M. Thiam
20/21,Round 18,11/01/21,Alanyaspor,Kasımpaşa,1,2,7.08,6.7,4-3-3,4-2-3-1,Marafona; Juanfran; F. Aksoy; S. Caulker; F. Moubandje; S. Uçan; M. Siopis; A. Bakasetas; (c) E. Karaca; A. Bareiro; K. Babacar,(c) R. Köse; F. Hadergjonaj; T. Břečka; O. Haddadi; E. Elmalı; L. Sadiku; A. Kara; K. Varga; A. Hodžić; Y. Erdoğan; I. K. Thelin
20/21,Round 17,05/01/21,Gaziantep,Ankaragücü,2,0,6.99,6.64,3-5-2,4-4-2,(c) G. Güvenç; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; O. Ceylan; Z. Kožulj; J. Junior; A. Maxim; J. Morais; M. Demir; K. Özer,R. Friedrich; A. Çankaya; Z. Šarlija; E. Dikmen; A. Turan; S. Lobjanidze; (c) D. Łukasik; I. Voca; J. Paintsil; E. Çekiçi; J. Bolingi
20/21,Round 17,05/01/21,Yeni Malatyaspor,Sivasspor,2,2,6.8,6.91,4-2-3-1,4-1-4-1,E. Özbir; I. Chebake; Wallace; S. Kaya; B. Cevahir; A. Ildız; A. Afriyie; M. Fofana; J. Topalli; (c) A. Büyük; B. Tetteh,A. Ş. Vural; R. Yalçın; A. Appindangoyé; C. Osmanpaşa; (c) U. Çiftçi; Claudemir; E. Yeşilyurt; H. Arslan; F. Fajr; M. Gradel; M. Yatabaré
20/21,Round 17,05/01/21,Konyaspor,Galatasaray,4,3,6.77,6.7,4-2-3-1,4-1-4-1,(c) I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; G. H. Sityá; O. K. Güçtekin; M. Jevtović; L. Shengelia; D. Milošević; E. Daci; S. Cikalleshi,O. Kocuk; M. Linnes; C. Luyindama; (c) R. Donk; M. Saracchi; T. Antalyalı; O. Çağlayan; Y. Belhanda; Ö. Bayram; E. Akbaba; M. Diagne
20/21,Round 17,06/01/21,Denizlispor,Kayserispor,0,1,6.97,7.08,4-1-4-1,4-1-4-1,C. Pantilimon; T. Lopes; F. Leismann; M. Özkal; Z. Bergdich; M. Bakalorz; M. Mešanovič; Ö. Özdemir; R. Niyaz; Á. Sagal; (c) H. Rodallega,D. Alemdar; Z. Kvržić; (c) C. Săpunaru; D. Kolovetsios; A. Behich; Y. Ackah; A. Lennon; Campanharo; D. Avramovski; P. Henrique; D. Alibec
20/21,Round 17,06/01/21,Başakşehir,Erzurumspor,1,0,6.89,6.87,4-1-4-1,4-1-4-1,V. Babacan; B. Özcan; C. Ponck; A. Epureanu; H. A. Kaldırım; (c) M. Tekdemir; E. Višća; İ. C. Kahveci; N. Chadli; D. Türüç; F. Gulbrandsen,F. Farnolle; C. A. Alkılıç; A. Teikeu; H. Hatipoğlu; L. Schwechlen; O. Çelik; E. Başsan; M. Donald; (c) G. Obertan; A. Novikovas; R. Gomes
20/21,Round 17,06/01/21,Gençlerbirliği,Hatayspor,3,1,7.08,6.57,4-2-3-1,4-2-3-1,K. Nordfeldt; M. Johansson; A. Kızıldağ; Z. Touré; P. Polomat; S. Dikmen; R. Piris; F. Ayité; D. Candeias; S. Yılmaz; G. Sio,M. Mohamedi; S. Popov; J. C. Billong; P. Santos; A. Katranis; R. Aabid; R. Ribeiro; D. Babajide; A. Traoré; A. Boupendza; M. B. Diouf
20/21,Round 17,06/01/21,Trabzonspor,Göztepe,1,0,7.06,6.88,4-2-3-1,4-2-3-1,(c) U. Çakır; S. Asan; E. Ié; M. Hosseini; Marlon; A. Parmak; L. Baker; C. Ekuban; A. Ömür; A. N. Nwakaeme; T. Djaniny,İ. C. Eğribayat; M. Paluli; M. Mihojević; A. Nukan; B. Emir; O. Nwobodo; S. Aydoğdu; (c) H. Akbunar; S. Napoleoni; C. Ndiaye; B. Ideye
20/21,Round 17,06/01/21,Antalyaspor,Karagümrük,3,1,6.79,6.53,4-3-3,4-2-3-1,R. Boffin; B. Balcı; V. Sarı; Naldo; F. Kudryashov; (c) H. Özmert; N. Şahin; D. Sinik; G. Bayrakdar; D. Orgill; A. d. Silva,E. Viviano; V. E. Hedenstad; E. Roco; G. Campi; J. Balkovec; K. Altınay; (c) L. Biglia; A. Ndao; B. Ndiaye; F. Borini; A. Sobiech
20/21,Round 17,06/01/21,Beşiktaş,Rizespor,6,0,7.26,6.29,4-2-3-1,3-4-3,E. Destanoğlu; V. Rosier; Welinton; D. Vida; R. Yılmaz; Souza; (c) N. Uysal; C. Larin; O. Özyakup; G. N'Koudou; V. Aboubakar,(c) G. Akkan; E. Dilaver; M. Talbi; Y. Meriah; M. Morozyuk; F. Baiano; G. Donsah; D. Melnjak; B. Samudio; T. Torun; M. Škoda
20/21,Round 17,07/01/21,Fenerbahçe,Alanyaspor,2,1,6.95,6.72,4-2-3-1,4-2-3-1,A. Bayındır; N. Sangaré; M. Tisserand; S. Çiftpınar; C. Erkin; O. Tufan; (c) L. Gustavo; Enner Valencia; D. Pelkas; S. Gümüş; M. Thiam,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. Moubandje; M. Siopis; B. Kutlu; (c) E. Karaca; A. Bakasetas; Davidson; A. Bareiro
20/21,Round 16,02/01/21,Erzurumspor,Gaziantep,1,1,6.76,6.68,4-3-3,3-5-2,F. Farnolle; C. A. Alkılıç; A. Teikeu; L. Schwechlen; K. Kanak; M. Donald; O. Çelik; (c) G. Obertan; E. Başsan; R. Gomes; A. Novikovas,(c) G. Güvenç; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; O. Ceylan; G. Vural; A. Vetrih; K. Mirallas; P. Olkowski; M. Demir; N. Dicko
20/21,Round 16,02/01/21,Sivasspor,Denizlispor,2,2,6.68,6.72,4-1-4-1,4-2-3-1,A. Ş. Vural; M. Goiano; A. Appindangoyé; C. Osmanpaşa; (c) U. Çiftçi; R. Yalçın; E. Yeşilyurt; Claudemir; F. Fajr; M. Gradel; M. Yatabaré,C. Pantilimon; T. Lopes; F. Leismann; M. Yumlu; Z. Bergdich; M. Bakalorz; R. Murawski; M. Mešanovič; R. Niyaz; Á. Sagal; (c) H. Rodallega
20/21,Round 16,02/01/21,Alanyaspor,Başakşehir,3,0,7.04,6.6,4-2-3-1,4-1-4-1,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. Moubandje; M. Siopis; B. Kutlu; (c) E. Karaca; A. Bakasetas; Davidson; A. Bareiro,V. Babacan; Rafael; C. Ponck; A. Epureanu; C. Sertel; O. Azubuike; E. Višća; İ. C. Kahveci; (c) M. Tekdemir; D. Türüç; E. Crivelli
20/21,Round 16,02/01/21,Ankaragücü,Yeni Malatyaspor,3,1,6.83,6.61,4-1-4-1,4-2-3-1,R. Friedrich; (c) S. Kitsiou; A. Çankaya; Z. Šarlija; A. Turan; I. Voca; S. Lobjanidze; E. Çekiçi; D. Łukasik; J. Paintsil; J. Bolingi,E. Özbir; Z. Yavru; Wallace; S. Kaya; K. Hafez; Y. Ndayishimiye; A. Ildız; O. Şahan; K. Kanatsızkuş; M. Fofana; (c) U. Bulut
20/21,Round 16,02/01/21,Galatasaray,Antalyaspor,0,0,7.06,6.97,4-1-4-1,4-1-4-1,O. Kocuk; M. Linnes; C. Luyindama; Marcão; M. Saracchi; R. Donk; E. Kılınç; Y. Belhanda; Ö. Bayram; (c) A. Turan; O. Çağlayan,R. Boffin; B. Balcı; V. Sarı; Naldo; F. Kudryashov; N. Şahin; G. Bayrakdar; (c) H. Özmert; Fredy; A. d. Silva; D. Orgill
20/21,Round 16,02/01/21,Hatayspor,Konyaspor,2,1,6.96,6.8,4-2-3-1,4-4-1-1,M. Mohamedi; S. Popov; J. C. Billong; P. Santos; A. Katranis; (c) R. Aabid; R. Ribeiro; D. Babajide; A. Traoré; A. Boupendza; M. B. Diouf,(c) I. Šehić; N. Skubic; A. Çalık; A. Bardakcı; G. H. Sityá; L. Shengelia; A. Hadžiahmetović; M. Jevtović; E. Daci; S. Cikalleshi; A. Kravets
20/21,Round 16,03/01/21,Rizespor,Gençlerbirliği,1,1,7.12,6.77,4-2-3-1,4-5-1,G. Akkan; M. Morozyuk; Y. Meriah; M. Talbi; İ. Köybaşı; F. Baiano; G. Donsah; F. Andrade; T. Torun; B. Samudio; M. Škoda,K. Nordfeldt; Z. Touré; A. Kızıldağ; D. Angelo; P. Polomat; R. Piris; S. Dikmen; S. Yılmaz; D. Furman; D. Candeias; G. Sio
20/21,Round 16,03/01/21,Karagümrük,Trabzonspor,1,2,6.65,7.03,4-2-3-1,4-1-4-1,E. Viviano; R. Civelek; F. Kurucuk; E. Roco; J. Balkovec; K. Altınay; (c) L. Biglia; J. Durmaz; B. Ndiaye; A. Erdem; A. Sobiech,(c) U. Çakır; S. Asan; E. Ié; M. Hosseini; Marlon; A. Parmak; C. Ekuban; Flávio; L. Baker; A. N. Nwakaeme; T. Djaniny
20/21,Round 16,03/01/21,Kayserispor,Beşiktaş,0,2,6.58,7.05,4-2-3-1,4-1-4-1,D. Alemdar; M. Lopes; (c) C. Săpunaru; D. Kolovetsios; A. Behich; Y. Ackah; Campanharo; A. Lennon; Z. Kvržić; P. Henrique; W. Kanga,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; Souza; C. Larin; (c) A. Hutchinson; B. Mensah; G. N'Koudou; G. Yalçın
20/21,Round 16,04/01/21,Kasımpaşa,Fenerbahçe,0,3,6.46,7.21,4-2-3-1,4-2-3-1,(c) R. Köse; F. Hadergjonaj; M. Tirpan; T. Břečka; O. Haddadi; L. Sadiku; D. Haspolat; Y. Erdoğan; A. Cariús; A. Koç; A. Hodžić,A. Bayındır; N. Sangaré; M. Tisserand; (c) L. Gustavo; S. Çiftpınar; O. Tufan; M. H. Yandaş; Enner Valencia; D. Pelkas; S. Gümüş; M. Thiam
20/21,Round 15,26/12/20,Göztepe,Karagümrük,1,1,6.89,7.07,4-2-3-1,4-1-4-1,B. Megyeri; M. Paluli; M. Mihojević; A. Nukan; B. Emir; O. Nwobodo; S. Aydoğdu; (c) H. Akbunar; M. Mossoró; C. Ndiaye; S. Napoleoni,E. Viviano; R. Civelek; F. Kurucuk; J. Balkovec; A. Erdem; (c) L. Biglia; A. Ndao; B. Ndiaye; A. Chahechouhe; J. Durmaz; M. Erdinç
20/21,Round 15,26/12/20,Trabzonspor,Galatasaray,0,2,6.68,6.97,4-1-4-1,4-1-4-1,(c) U. Çakır; S. Asan; E. Ié; V. Hugo; Marlon; L. Baker; Y. Sarı; A. Parmak; Flávio; A. N. Nwakaeme; T. Djaniny,O. Kocuk; O. Elabdellaoui; R. Donk; Marcão; M. Saracchi; T. Antalyalı; E. Kılınç; S. Feghouli; Y. Belhanda; (c) A. Turan; O. Çağlayan
20/21,Round 15,27/12/20,Gaziantep,Alanyaspor,3,1,6.8,6.61,3-5-2,4-2-3-1,(c) G. Güvenç; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; P. Olkowski; K. Mirallas; A. Vetrih; A. Maxim; G. Vural; N. Dicko; M. Demir,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. Moubandje; M. Siopis; B. Kutlu; (c) E. Karaca; S. Uçan; Davidson; K. Babacar
20/21,Round 15,27/12/20,Denizlispor,Ankaragücü,1,2,6.79,6.75,4-2-3-1,4-2-3-1,H. Altıntaş; T. Lopes; F. Leismann; M. Yumlu; Z. Bergdich; M. Bakalorz; R. Murawski; Ö. Özdemir; F. Varela; I. Aissati; (c) H. Rodallega,R. Friedrich; S. Kitsiou; A. Çankaya; Z. Šarlija; (c) T. Pinto; D. Łukasik; I. Voca; S. Lobjanidze; E. Çekiçi; J. Paintsil; J. Bolingi
20/21,Round 15,27/12/20,Yeni Malatyaspor,Erzurumspor,1,3,6.57,6.96,4-2-3-1,4-3-3,E. Özbir; I. Chebake; S. Kaya; T. L. Hadebe; K. Hafez; Y. Ndayishimiye; A. Afriyie; K. Kanatsızkuş; (c) A. Büyük; B. Tetteh; U. Bulut,K. Erdoğan; C. A. Alkılıç; A. Teikeu; H. Hatipoğlu; L. Schwechlen; M. Donald; O. Çelik; (c) G. Obertan; E. Başsan; R. Gomes; A. Novikovas
20/21,Round 15,27/12/20,Başakşehir,Kasımpaşa,2,2,6.96,6.82,4-1-4-1,4-2-3-1,V. Babacan; Rafael; M. Škrtel; A. Epureanu; C. Sertel; (c) M. Tekdemir; E. Višća; D. Aleksić; Giuliano; N. Chadli; F. Gulbrandsen,E. Taşkıran; F. Hadergjonaj; (c) L. Sadiku; T. Břečka; O. Haddadi; M. Tirpan; A. Kara; Y. Erdoğan; H. Hajradinović; A. Koç; A. Hodžić
20/21,Round 15,28/12/20,Gençlerbirliği,Kayserispor,3,2,6.79,6.58,4-2-3-1,4-2-3-1,K. Nordfeldt; Ö. Artan; A. Kızıldağ; Z. Touré; R. Piris; M. Yildirim; B. A. Özdemir; M. Çeçenoğlu; D. Candeias; F. Ayité; G. Sio,İ. Çipe; Z. Kvržić; O. Çapar; C. Săpunaru; A. Behich; Campanharo; Y. Ackah; H. Manzala; E. Demir; P. Henrique; W. Kanga
20/21,Round 15,28/12/20,Konyaspor,Rizespor,1,1,6.95,6.87,4-4-1-1,4-2-3-1,(c) I. Šehić; A. Demirbağ; A. Çalık; A. Bardakcı; G. H. Sityá; N. Skubic; O. K. Güçtekin; M. Jevtović; L. Shengelia; A. Hadžiahmetović; E. Daci,(c) G. Akkan; M. Morozyuk; M. Talbi; Y. Meriah; İ. Köybaşı; Y. Pehlivan; F. Baiano; B. Samudio; T. Torun; F. Andrade; M. Škoda
20/21,Round 15,28/12/20,Beşiktaş,Sivasspor,3,0,7.14,6.33,4-1-4-1,4-1-4-1,E. Destanoğlu; V. Rosier; Welinton; D. Vida; R. Yılmaz; N. Uysal; R. Ghezzal; B. Mensah; (c) A. Hutchinson; G. N'Koudou; G. Yalçın,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; R. Yalçın; E. Yeşilyurt; (c) H. Arslan; F. Fajr; M. Gradel; M. Yatabaré
20/21,Round 15,29/12/20,Antalyaspor,Hatayspor,0,6,6.12,7.32,4-2-3-1,4-2-3-1,R. Boffin; M. Yilmaz; Naldo; E. Gülüm; F. Kudryashov; (c) H. Özmert; N. Şahin; S. Sam; L. Podolski; Fredy; D. Orgill,M. Mohamedi; S. Popov; J. C. Billong; P. Santos; A. Katranis; (c) R. Aabid; R. Ribeiro; D. Babajide; A. Traoré; A. Boupendza; M. B. Diouf
20/21,Round 14,22/12/20,Hatayspor,Trabzonspor,0,1,6.98,6.89,4-2-3-1,4-1-4-1,M. Mohamedi; S. Popov; J. C. Billong; P. Santos; A. Katranis; (c) R. Aabid; R. Ribeiro; D. Babajide; A. Traoré; A. Boupendza; M. B. Diouf,(c) U. Çakır; S. Asan; E. Ié; V. Hugo; Marlon; L. Baker; C. Ekuban; Flávio; A. Parmak; A. N. Nwakaeme; T. Djaniny
20/21,Round 14,22/12/20,Galatasaray,Göztepe,3,1,7.16,6.65,4-1-4-1,4-1-4-1,O. Kocuk; O. Elabdellaoui; R. Donk; C. Luyindama; M. Saracchi; T. Antalyalı; S. Feghouli; (c) A. Turan; Y. Belhanda; E. Kılınç; M. Diagne,B. Megyeri; L. Gassama; M. Mihojević; A. Nukan; B. Emir; Y. Kayan; (c) H. Akbunar; O. Nwobodo; S. Aydoğdu; Z. Tripić; C. Ndiaye
20/21,Round 14,23/12/20,Alanyaspor,Yeni Malatyaspor,1,1,7.05,6.73,4-2-3-1,4-2-3-1,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. Moubandje; M. Siopis; B. Kutlu; (c) E. Karaca; A. Bakasetas; Davidson; K. Babacar,E. Özbir; I. Chebake; S. Kaya; T. L. Hadebe; K. Hafez; Y. Ndayishimiye; A. Afriyie; O. Şahan; K. Kanatsızkuş; (c) A. Büyük; U. Bulut
20/21,Round 14,23/12/20,Erzurumspor,Denizlispor,1,2,6.68,6.93,4-3-1-2,4-3-3,K. Erdoğan; M. M. Uçar; O. Çelik; H. Hatipoğlu; K. Kanak; G. Obertan; M. Donald; (c) İ. Akdağ; I. Sissoko; R. Gomes; A. Sadiku,C. Gönen; T. Lopes; F. Leismann; M. Yumlu; Z. Bergdich; R. Niyaz; M. Bakalorz; I. Aissati; H. Sacko; (c) H. Rodallega; Á. Sagal
20/21,Round 14,23/12/20,Fenerbahçe,Başakşehirx2,4,1,7.14,6.35,4-4-2,4-1-4-1,A. Bayındır; N. Sangaré; S. Aziz; M. Tisserand; F. Novák; S. Gümüş; (c) L. Gustavo; M. H. Yandaş; C. Erkin; M. Thiam; K. Ademi,V. Babacan; Rafael; M. Škrtel; A. Epureanu; H. A. Kaldırım; (c) M. Tekdemir; N. Chadli; D. Aleksić; İ. C. Kahveci; D. Türüç; E. Crivelli
20/21,Round 14,23/12/20,Kasımpaşa,Gaziantep,0,4,6.47,7.03,4-2-3-1,3-5-2,E. Taşkıran; F. Hadergjonaj; T. Serbest; T. Břečka; O. Haddadi; L. Sadiku; (c) A. Kara; K. Varga; H. Hajradinović; Y. Erdoğan; A. Hodžić,(c) G. Güvenç; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; O. Ceylan; K. Mirallas; J. Junior; A. Maxim; G. Vural; K. Özer; N. Dicko
20/21,Round 14,24/12/20,Kayserispor,Konyaspor,1,2,6.62,7.12,4-2-3-1,4-2-3-1,İ. Çipe; M. Lopes; (c) C. Săpunaru; D. Kolovetsios; A. Behich; Z. Kvržić; J. Attamah; A. Lennon; Campanharo; P. Henrique; W. Kanga,(c) I. Šehić; A. Demirbağ; A. Çalık; A. Bardakcı; G. H. Sityá; A. Hadžiahmetović; M. Jevtović; N. Skubic; D. Milošević; L. Shengelia; E. Daci
20/21,Round 14,24/12/20,Sivasspor,Gençlerbirliği,3,1,7.12,6.59,4-1-4-1,4-2-3-1,M. Samassa; M. Goiano; A. Appindangoyé; R. Yalçın; U. Çiftçi; Claudemir; F. Fajr; E. Yeşilyurt; H. Arslan; M. Gradel; O. Kayode,K. Nordfeldt; Ö. Artan; A. Kızıldağ; P. Polomat; H. I. Pehlivan; M. Yildirim; B. A. Özdemir; G. Sio; D. Candeias; S. Yılmaz; B. Stancu
20/21,Round 14,24/12/20,Rizespor,Antalyaspor,2,1,7.05,6.68,4-2-3-1,4-2-3-1,(c) G. Akkan; M. Morozyuk; M. Talbi; Y. Meriah; İ. Köybaşı; Y. Pehlivan; F. Baiano; K. Michalak; T. Torun; F. Andrade; M. Škoda,R. Boffin; B. Balcı; V. Sarı; Naldo; F. Kudryashov; N. Şahin; E. Albayrak; S. Sam; Fredy; A. d. Silva; (c) L. Podolski
20/21,Round 14,24/12/20,Ankaragücü,Beşiktaş,0,1,6.66,6.89,4-1-4-1,4-2-3-1,R. Friedrich; S. Kitsiou; A. Çankaya; Z. Šarlija; (c) T. Pinto; I. Voca; S. Lobjanidze; E. Güral; D. Łukasik; E. Çekiçi; T. Børven,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; Souza; (c) A. Hutchinson; R. Ghezzal; B. Mensah; C. Larin; V. Aboubakar
20/21,Round 13,18/12/20,Karagümrük,Galatasaray,2,1,6.86,6.77,4-2-3-1,4-1-4-1,E. Viviano; R. Civelek; F. Kurucuk; E. Roco; J. Balkovec; K. Altınay; L. Biglia; A. Ndao; A. Chahechouhe; (c) A. Erdem; A. Sobiech,O. Kocuk; M. Linnes; (c) R. Donk; Marcão; M. Saracchi; T. Antalyalı; O. Çağlayan; S. Feghouli; E. Kılınç; E. Akbaba; M. Diagne
20/21,Round 13,19/12/20,Göztepe,Hatayspor,0,1,6.61,7.0,4-2-3-1,4-2-3-1,İ. C. Eğribayat; L. Gassama; A. Öztürk; Titi; D. Bureković; Y. Kayan; S. Aydoğdu; (c) H. Akbunar; Guilherme Marques; Z. Tripić; C. Ndiaye,M. Mohamedi; S. Popov; J. C. Billong; P. Santos; A. Katranis; (c) R. Aabid; R. Ribeiro; D. Babajide; A. Traoré; A. Boupendza; M. B. Diouf
20/21,Round 13,19/12/20,Trabzonspor,Rizespor,2,1,6.92,6.65,4-1-4-1,4-2-3-1,(c) U. Çakır; S. Asan; E. Ié; V. Hugo; Marlon; L. Baker; C. Ekuban; Flávio; A. Parmak; A. N. Nwakaeme; T. Djaniny,(c) G. Akkan; O. Bulut; E. Dilaver; Y. Meriah; D. Melnjak; D. Erdoğan; G. Donsah; K. Michalak; F. Boldrin; F. Andrade; M. Škoda
20/21,Round 13,19/12/20,Yeni Malatyaspor,Kasımpaşa,2,0,7.09,6.71,4-2-3-1,4-2-3-1,E. Özbir; I. Chebake; S. Kaya; T. L. Hadebe; B. Cevahir; Y. Ndayishimiye; A. Afriyie; O. Şahan; K. Kanatsızkuş; (c) A. Büyük; U. Bulut,E. Taşkıran; F. Hadergjonaj; T. Serbest; T. Břečka; O. Haddadi; M. Tirpan; (c) A. Kara; K. Varga; H. Hajradinović; Y. Erdoğan; B. Koita
