Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
23/24,Round 31,03/04/24,Sivasspor,Karagümrük,1,0,7.26,6.88,4-3-3,4-2-3-1,A. Ş. Vural; M. Paluli; A. Appindangoyé; S. Camara; (c) U. Çiftçi; C. Charisis; A. Poungouras; B. Elmaz; B. Koita; R. Manaj; A. Turgunboev,S. Sirigu; S. Dursun; (c) D. Biraschi; K. Günter; F. Veseli; F. Paoletti; A. Bertolacci; E. Mor; V. Eysseric; G. Yalçın; K. Lasagna
23/24,Round 31,03/04/24,Fenerbahçe,Adana DS,4,2,7.2,6.55,4-2-3-1,4-3-3,İ. C. Eğribayat; M. Müldür; A. Djiku; J. Oosterwolde; F. Kadıoğlu; R. Krunić; M. Zajc; İ. C. Kahveci; S. Szymański; D. Tadić; (c) E. Džeko,Ş. Mahammadaliev; M. Mohammadi; A. Gravillon; (c) S. Güler; Y. Erdoğan; É. Michut; Maestro; E. Akbaba; Y. Sarı; M. Balotelli; S. Mendoza
23/24,Round 31,03/04/24,Kayserispor,Kasımpaşa,0,2,6.57,7.16,4-2-3-1,4-2-3-1,O. Piri; (c) G. Sazdağı; J. Attamah; J. Jeanvier; H. A. Kaldırım; K. K. Yılmaz; M. Bourabia; A. B. Morte; A. Karimi; M. Cardoso; D. Nazon,A. Gianniotis; T. U. Aydın; J. Porozo; Y. Özcan; E. Gedik; G. Gül; T. T. Zai; M. Fall; (c) H. Hajradinović; M. B. Ouanes; N. Da Costa
23/24,Round 31,03/04/24,Konyaspor,Trabzonspor,1,3,6.81,6.87,4-2-3-1,4-2-3-1,J. Słowik; U. Yazğılı; F. Damjanović; T. L. Hadebe; G. H. Sityá; (c) S. Dikmen; S. N'Zonzi; A. Ndao; A. Cicâldău; O. Ülgün; S. Cikalleshi,(c) U. Çakır; T. Meunier; B. Mendy; S. Denswil; E. Elmalı; B. A. Özdemir; U. Güneş; E. Višća; E. Bardhi; M. Trézéguet; N. Pépé
23/24,Round 31,04/04/24,Başakşehir,Beşiktaş,1,1,7.0,6.84,4-3-3,4-1-4-1,M. Şengezer; (c) Ö. A. Şahiner; L. Duarte; J. Opoku; L. Dubois; O. Kemen; Souza; B. Özcan; S. Gürler; K. Piątek; Davidson,M. Günok; J. Svensson; (c) N. Uysal; O. Colley; B. Zaynutdinov; G. Fernandes; R. Ghezzal; M. Rashica; E. Muçi; S. Kilicsoy; V. Aboubakar
23/24,Round 31,04/04/24,Samsunspor,Pendikspor,0,0,6.85,7.11,4-2-3-1,4-2-3-1,O. Kocuk; Z. Yavru; A. Öztürk; R. V. Drongelen; S. Gönül; Y. A. Bennasser; F. Tait; C. Holse; O. Ntcham; (c) M. Fofana; M. Mouandilmadji,E. Canpolat; S. Asan; A. Öztürk; Welinton; E. Taşdemir; B. Ndiaye; A. Lusamba; (c) H. Akbunar; F. Midtsjø; M. Thiam; M. U. Nayir
23/24,Round 30,15/03/24,Karagümrük,Konyaspor,1,1,6.86,7.06,4-2-3-1,4-2-3-1,S. Sirigu; N. Sangaré; D. Biraschi; S. Dursun; (c) M. Mercan; M. Rohdén; D. Kourbelis; C. Keleş; V. Eysseric; G. Yalçın; K. Lasagna,J. Słowik; A. Oğuz; U. Yazğılı; T. L. Hadebe; G. H. Sityá; (c) S. Dikmen; S. N'Zonzi; A. Ndao; A. Cicâldău; M. Moreno; S. Cikalleshi
23/24,Round 30,15/03/24,Pendikspor,İstanbulspor,1,0,7.08,6.61,4-2-3-1,3-4-2-1,E. Canpolat; S. Asan; A. Öztürk; M. Akça; N. Sequeira; B. Ndiaye; F. Midtsjø; (c) H. Akbunar; G. Kaya; M. Thiam; M. U. Nayir,A. Arda; O. Erdoğan; M. Yeşil; S. Deli; D. Duhaney; M. Vorobjovas; F. Loshaj; (c) A. Yaşar; D. Sambissa; Jackson; M. Mamadou
23/24,Round 30,16/03/24,Alanyaspor,Kayserispor,1,0,7.09,6.76,4-2-3-1,4-3-3,E. Taşkıran; F. Hadergjonaj; F. Bayır; F. Aliti; J. Balkovec; Richard Cândido; L. Fer; O. Aydın; (c) E. Karaca; Y. Özdemir; A. Hassan,B. Bayazit; R. Civelek; J. Attamah; (c) D. Kolovetsios; L. Carole; A. Karimi; M. Bourabia; K. K. Yılmaz; A. B. Morte; D. Nazon; M. Cardoso
23/24,Round 30,16/03/24,Ankaragücü,Başakşehir,2,1,6.82,6.73,4-2-3-1,4-2-3-1,B. H. Güngördü; S. Kitsiou; A. Çankaya; N. Mujakić; A. Uludağ; (c) T. Ciğerci; Pedrinho; C. Bassogog; O. Moruțan; A. Chatzigiovanis; A. Sowe,M. Şengezer; Ö. A. Şahiner; H. Güreler; J. Opoku; L. Lima; B. Özcan; O. Ergün; D. Türüç; (c) D. Aleksić; Davidson; K. Piątek
23/24,Round 30,16/03/24,Adana DS,Sivasspor,4,1,7.38,6.29,4-2-3-1,4-1-4-1,Ş. Mahammadaliev; Y. Atal; A. Gravillon; (c) S. Güler; M. Mohammadi; É. Michut; Maestro; Y. Sarı; E. Akbaba; Y. Erdoğan; S. Mendoza,A. Ş. Vural; M. Paluli; A. Appindangoyé; C. Osmanpaşa; (c) U. Çiftçi; İ. Akdağ; A. Turgunboev; C. Charisis; M. Caktaš; Q. Menig; B. Koita
23/24,Round 30,16/03/24,Beşiktaş,Antalyaspor,1,2,6.98,6.97,4-2-3-1,4-1-4-1,M. Günok; J. Svensson; J. Worrall; O. Colley; S. E. Terzi; D. Amartey; G. Fernandes; M. Rashica; E. Muçi; S. Kilicsoy; (c) C. Tosun,H. Leite; B. Balcı; (c) V. Sarı; B. Öztürk; E. Yeşilyurt; J. Kałuziński; S. v. d. Streek; D. Šarić; R. Safuri; S. Larsson; A. Buksa
23/24,Round 30,17/03/24,Rizespor,Gaziantep,3,1,7.13,6.75,4-2-3-1,4-1-4-1,(c) G. Akkan; M. T. Şahin; H. Alikulov; E. Topçu; C. Højer; M. Sarıkaya; J. Shelvey; Gustavo Sauer; I. Olawoyin; D. Babajide; M. Minchev,F. Niță; E. Ersoy; N. N'Koulou; (c) P. Djilobodji; S. M'Bakata; O. Özçiçek; D. Sorescu; J. Monteiro; A. Maxim; M. Eskihellaç; D. Drăguş
23/24,Round 30,17/03/24,Hatayspor,Samsunspor,3,0,6.98,6.56,4-2-3-1,4-2-3-1,(c) E. Kardeşler; K. Alıcı; G. M. Kilama; N. Maksimović; F. Ghoulam; C. Massanga; Ö. F. Beyaz; R. Rivas; R. Pedro; D. Sinik; C. Strandberg,O. Kocuk; Z. Yavru; Ľ. Šatka; A. Öztürk; S. Gönül; (c) O. Çelik; T. Antalyalı; C. Holse; O. Ntcham; E. Kılınç; B. Raman
23/24,Round 30,17/03/24,Kasımpaşa,Galatasaray,3,4,6.91,6.94,4-1-4-1,4-2-3-1,A. Gianniotis; C. Winck; (c) K. Omeruo; J. Porozo; Y. Özcan; G. Gül; M. Fall; H. Hajradinović; A. Kara; M. B. Ouanes; N. Da Costa,(c) F. Muslera; K. Ayhan; V. Nelsson; B. Kutlu; D. Köhn; L. Torreira; K. Demirbay; B. A. Yılmaz; D. Mertens; K. Aktürkoğlu; M. Icardi
23/24,Round 30,17/03/24,Trabzonspor,Fenerbahçe,2,3,6.57,6.94,4-2-3-1,4-2-3-1,U. Çakır; T. Meunier; J. Fernández; S. Denswil; E. Elmalı; B. A. Özdemir; B. Mendy; (c) E. Višća; N. Pépé; M. Trézéguet; E. Destan,D. Livaković; B. Osayi-Samuel; S. Aziz; A. Djiku; F. Kadıoğlu; İ. Yüksek; Fred; İ. C. Kahveci; S. Szymański; D. Tadić; (c) E. Džeko
23/24,Round 29,08/03/24,Galatasaray,Rizespor,6,2,7.08,6.4,4-2-3-1,4-2-3-1,(c) F. Muslera; K. Ayhan; V. Nelsson; B. Kutlu; D. Köhn; L. Torreira; K. Demirbay; B. A. Yılmaz; D. Mertens; K. Aktürkoğlu; M. Icardi,(c) G. Akkan; M. T. Şahin; H. Alikulov; E. Topçu; C. Højer; M. Sarıkaya; J. Shelvey; I. Olawoyin; D. Varešanović; D. Babajide; M. Minchev
23/24,Round 29,09/03/24,Sivasspor,Alanyaspor,1,2,6.73,6.91,4-3-3,4-2-3-1,A. Ş. Vural; M. Paluli; A. Appindangoyé; C. Osmanpaşa; (c) U. Çiftçi; A. Turgunboev; C. Charisis; M. Caktaš; E. Başsan; R. Manaj; B. Koita,E. Taşkıran; F. Hadergjonaj; F. Bayır; F. Aliti; J. Balkovec; Richard Cândido; L. Fer; O. Aydın; (c) E. Karaca; Y. Özdemir; A. Hassan
23/24,Round 29,09/03/24,Konyaspor,Adana DS,2,2,6.8,6.76,4-1-4-1,4-2-3-1,J. Słowik; U. Yazğılı; F. Damjanović; T. L. Hadebe; G. H. Sityá; S. N'Zonzi; A. Ndao; (c) S. Dikmen; O. Ülgün; V. Ethemi; S. Cikalleshi,Ş. Mahammadaliev; Y. Atal; A. Gravillon; P. A. Cissé; M. Mohammadi; J. Rodríguez; Maestro; Y. Erdoğan; É. Michut; S. Mendoza; (c) E. Akbaba
23/24,Round 29,09/03/24,Başakşehir,Antalyaspor,1,0,7.12,6.84,4-2-3-1,4-1-4-1,M. Şengezer; Ö. A. Şahiner; H. Güreler; J. Opoku; L. Lima; B. Özcan; O. Kemen; D. Türüç; (c) D. Aleksić; Davidson; K. Piątek,H. Leite; B. Balcı; (c) V. Sarı; B. Öztürk; E. Yeşilyurt; J. Kałuziński; S. v. d. Streek; D. Šarić; U. Akyol; S. Larsson; A. Buksa
23/24,Round 29,09/03/24,Trabzonspor,Karagümrük,5,1,7.38,6.42,4-2-3-1,4-2-3-1,M. T. Tepe; T. Meunier; B. Mendy; S. Denswil; E. Elmalı; B. A. Özdemir; U. Güneş; (c) E. Višća; E. Bardhi; M. Trézéguet; N. Pépé,S. Sirigu; F. Veseli; D. Biraschi; K. Günter; (c) M. Mercan; S. Feghouli; D. Kourbelis; E. Mor; M. Rohdén; C. Keleş; Marcão
23/24,Round 29,10/03/24,Kayserispor,Hatayspor,1,1,6.89,6.78,4-2-3-1,4-2-3-1,B. Bayazit; G. Sazdağı; (c) D. Kolovetsios; A. Kocaman; L. Carole; K. K. Yılmaz; M. Bourabia; R. Civelek; A. Karimi; M. Cardoso; D. Nazon,(c) E. Kardeşler; R. Rivas; N. Maksimović; R. B. Yılmaz; C. Sertel; A. Parmak; M. Boudjemaa; F. Dele-Bashiru; R. Pedro; D. Sinik; H. Dervişoğlu
23/24,Round 29,10/03/24,İstanbulspor,Kasımpaşa,1,2,6.67,7.28,3-4-3,4-1-4-1,A. Arda; O. Erdoğan; M. Vorobjovas; S. Deli; D. Duhaney; F. Loshaj; (c) E. Öztürk; D. Sambissa; M. Mamadou; E. Gedikli; Jackson,A. Gianniotis; C. Winck; (c) K. Omeruo; Y. Özcan; M. B. Ouanes; G. Gül; M. Fall; H. Hajradinović; A. Kara; Rochinha; N. Da Costa
23/24,Round 29,10/03/24,Samsunspor,Ankaragücü,2,1,6.95,6.51,4-2-3-1,4-1-4-1,O. Kocuk; Z. Yavru; Ľ. Šatka; A. Öztürk; S. Gönül; (c) O. Çelik; F. Tait; C. Holse; O. Ntcham; A. Muja; E. Kara,B. H. Güngördü; S. Kitsiou; U. Radaković; M. Çetin; N. Mujakić; (c) T. Ciğerci; C. Bassogog; R. Saponara; Pedrinho; A. Chatzigiovanis; F. Macheda
23/24,Round 29,10/03/24,Fenerbahçe,Pendiksporx2,4,1,7.14,6.46,4-2-3-1,4-2-3-1,D. Livaković; M. Müldür; S. Aziz; J. Oosterwolde; F. Kadıoğlu; R. Krunić; Fred; C. Ünder; M. H. Yandaş; D. Tadić; (c) E. Džeko,E. Canpolat; S. Asan; Welinton; M. Akça; N. Sequeira; B. Ndiaye; A. Lusamba; (c) H. Akbunar; G. Kaya; M. Thiam; M. U. Nayir
23/24,Round 29,11/03/24,Gaziantep,Beşiktaş,2,0,7.07,6.67,4-1-4-1,4-1-4-1,F. Niță; E. Ersoy; N. N'Koulou; (c) P. Djilobodji; S. M'Bakata; O. Özçiçek; D. Sorescu; J. Monteiro; A. Maxim; M. Eskihellaç; D. Drăguş,M. Günok; O. Bulut; J. Worrall; (c) N. Uysal; A. Masuaku; M. A. Musrati; M. Rashica; B. Zaynutdinov; G. Fernandes; E. Muçi; S. Kilicsoy
23/24,Round 28,01/03/24,Kasımpaşa,Sivasspor,0,0,7.12,7.01,4-4-1-1,5-4-1,A. Gianniotis; C. Winck; (c) K. Omeruo; J. Porozo; Y. Özcan; M. B. Ouanes; L. Sadiku; A. Kara; O. Çağlayan; H. Hajradinović; N. Da Costa,A. Ş. Vural; M. Paluli; C. Osmanpaşa; A. Appindangoyé; A. Poungouras; (c) U. Çiftçi; Q. Menig; İ. Akdağ; M. Caktaš; A. Turgunboev; R. Manaj
23/24,Round 28,02/03/24,Ankaragücü,İstanbulspor,1,1,6.91,6.95,4-2-3-1,3-4-3,E. Özbir; S. Kitsiou; M. Çetin; N. Mujakić; K. Karataş; (c) T. Ciğerci; A. K. Güneren; C. Bassogog; Pedrinho; A. Chatzigiovanis; A. Sowe,A. Arda; O. Erdoğan; M. Yeşil; S. Deli; D. Sambissa; M. Vorobjovas; F. Loshaj; (c) A. Yaşar; M. Mamadou; E. K. Gültekin; Jackson
23/24,Round 28,02/03/24,Rizespor,Kayserispor,3,0,7.44,6.57,4-2-3-1,4-2-3-1,(c) G. Akkan; M. T. Şahin; H. Alikulov; E. Topçu; C. Højer; I. Olawoyin; J. Shelvey; Gustavo Sauer; D. Varešanović; D. Babajide; M. Minchev,B. Bayazit; G. Sazdağı; (c) D. Kolovetsios; J. Jeanvier; H. A. Kaldırım; K. K. Yılmaz; M. Bourabia; A. B. Morte; A. Karimi; M. Cardoso; D. Nazon
23/24,Round 28,02/03/24,Hatayspor,Fenerbahçe,0,2,6.73,6.96,4-2-3-1,4-2-3-1,(c) E. Kardeşler; K. Alıcı; N. Maksimović; R. B. Yılmaz; F. Ghoulam; C. Massanga; M. Boudjemaa; F. Dele-Bashiru; R. Pedro; R. Rivas; H. Dervişoğlu,D. Livaković; B. Osayi-Samuel; R. Becão; Ç. Söyüncü; F. Kadıoğlu; İ. Yüksek; M. H. Yandaş; C. Ünder; S. Szymański; D. Tadić; (c) E. Džeko
23/24,Round 28,03/03/24,Başakşehir,Samsunspor,1,0,7.09,6.63,4-2-3-1,4-2-3-1,M. Şengezer; L. Dubois; L. Duarte; J. Opoku; L. Lima; O. Kemen; B. Özcan; D. Türüç; (c) D. Aleksić; Davidson; K. Piątek,O. Kocuk; Z. Yavru; Ľ. Šatka; R. V. Drongelen; S. Gönül; (c) O. Çelik; T. Antalyalı; C. Holse; O. Ntcham; B. Raman; M. Mouandilmadji
23/24,Round 28,03/03/24,Pendikspor,Konyaspor,0,2,6.65,7.03,4-3-3,4-1-4-1,E. Canpolat; (c) E. Özgenç; A. Öztürk; J. K. Rassoul; N. Sequeira; F. Midtsjø; A. Lusamba; B. Ndiaye; H. Akbunar; M. U. Nayir; M. Thiam,J. Słowik; U. Yazğılı; F. Damjanović; T. L. Hadebe; G. H. Sityá; S. N'Zonzi; A. Ndao; (c) S. Dikmen; O. Ülgün; L. Prip; S. Cikalleshi
23/24,Round 28,03/03/24,Beşiktaş,Galatasaray,0,1,6.87,7.16,4-2-3-1,4-2-3-1,M. Günok; O. Bulut; (c) N. Uysal; O. Colley; A. Masuaku; D. Amartey; M. A. Musrati; M. Rashica; E. Muçi; C. Tosun; S. Kilicsoy,(c) F. Muslera; K. Ayhan; D. Sánchez; V. Nelsson; D. Köhn; L. Torreira; K. Demirbay; B. A. Yılmaz; D. Mertens; K. Aktürkoğlu; M. Icardi
23/24,Round 28,04/03/24,Adana DS,Karagümrük,1,0,7.14,6.85,4-2-3-1,4-2-3-1,Ş. Mahammadaliev; Y. Atal; A. Gravillon; (c) S. Güler; M. Mohammadi; É. Michut; Maestro; Y. Erdoğan; E. Akbaba; S. Mendoza; M. Balotelli,S. Sirigu; N. Sangaré; D. Biraschi; S. Dursun; (c) M. Mercan; S. Feghouli; D. Kourbelis; E. Mor; V. Eysseric; C. Keleş; Marcão
23/24,Round 28,04/03/24,Alanyaspor,Trabzonspor,3,1,7.0,6.81,4-2-3-1,4-2-3-1,E. Taşkıran; F. Hadergjonaj; F. Bayır; F. Aliti; J. Balkovec; Richard Cândido; L. Fer; O. Aydın; (c) E. Karaca; L. Augusto; A. Hassan,(c) U. Çakır; T. Meunier; B. Mendy; S. Denswil; E. Elmalı; B. A. Özdemir; U. Güneş; E. Višća; E. Bardhi; M. Trézéguet; E. Destan
23/24,Round 28,04/03/24,Antalyaspor,Gaziantep,1,0,7.11,7.05,4-1-4-1,4-2-3-1,H. Leite; B. Balcı; (c) V. Sarı; B. Öztürk; G. Vural; J. Kałuziński; S. v. d. Streek; D. Šarić; U. Akyol; S. Larsson; A. Buksa,F. Niță; M. Eskihellaç; N. N'Koulou; (c) P. Djilobodji; S. M'Bakata; F. Soyalp; O. Özçiçek; L. Marković; A. Maxim; M. Gradel; D. Drăguş
23/24,Round 27,23/02/24,Samsunspor,Rizespor,3,0,7.01,6.64,4-2-3-1,4-2-3-1,O. Kocuk; (c) Z. Yavru; Ľ. Šatka; R. V. Drongelen; S. Gönül; Y. A. Bennasser; F. Tait; C. Holse; O. Ntcham; B. Raman; M. Mouandilmadji,(c) T. Çetin; M. T. Şahin; A. Mocsi; S. A. Yasar; C. Højer; M. Pala; I. Olawoyin; D. Babajide; D. Varešanović; A. Zeqiri; M. Minchev
23/24,Round 27,24/02/24,Kayserispor,Ankaragücü,3,2,6.69,6.7,4-1-4-1,4-2-3-1,B. Bayazit; (c) G. Sazdağı; J. Jeanvier; A. Kocaman; L. Carole; K. K. Yılmaz; A. B. Morte; M. Bourabia; M. Cardoso; R. Civelek; D. Nazon,B. H. Güngördü; A. Çankaya; U. Radaković; M. Çetin; N. Mujakić; (c) T. Ciğerci; Pedrinho; C. Bassogog; E. Bekiroğlu; A. Chatzigiovanis; A. Sowe
23/24,Round 27,24/02/24,Gaziantep,Başakşehir,0,2,6.75,6.99,3-1-4-2,4-1-4-1,F. Niță; A. Kızıldağ; N. N'Koulou; E. Ersoy; O. Özçiçek; D. Sorescu; J. Monteiro; (c) M. Gradel; J. Morais; A. Badji; D. Drăguş,M. Şengezer; L. Dubois; H. Güreler; J. Opoku; L. Lima; B. Özcan; D. Türüç; (c) D. Aleksić; J. Figueiredo; Davidson; K. Piątek
23/24,Round 27,24/02/24,Fenerbahçe,Kasımpaşa,2,1,6.95,6.59,4-1-4-1,4-1-4-1,D. Livaković; F. Kadıoğlu; Ç. Söyüncü; A. Djiku; J. Oosterwolde; İ. Yüksek; C. Ünder; M. H. Yandaş; R. Krunić; D. Tadić; (c) E. Džeko,A. E. Yanar; C. Winck; (c) K. Omeruo; J. Porozo; Y. Özcan; L. Sadiku; M. Fall; H. Hajradinović; A. Kara; M. B. Ouanes; N. Da Costa
23/24,Round 27,24/02/24,Konyaspor,Hatayspor,2,0,7.22,6.64,4-2-3-1,4-3-3,J. Słowik; A. Oğuz; F. Damjanović; T. L. Hadebe; G. H. Sityá; (c) S. Dikmen; S. N'Zonzi; L. Prip; O. Ülgün; A. Ndao; S. Cikalleshi,(c) E. Kardeşler; R. Rivas; G. M. Kilama; N. Maksimović; C. Sertel; C. Massanga; G. Sağlam; M. Boudjemaa; Ö. F. Beyaz; H. Dervişoğlu; J. Fernandes
23/24,Round 27,25/02/24,Sivasspor,Pendikspor,4,1,7.05,6.56,4-2-3-1,4-4-2,A. Ş. Vural; A. Turgunboev; A. Appindangoyé; C. Osmanpaşa; (c) U. Çiftçi; İ. Akdağ; B. Elmaz; C. N'Jie; M. Caktaš; Q. Menig; R. Manaj,E. Canpolat; (c) E. Özgenç; A. Öztürk; Welinton; N. Sequeira; G. Kaya; F. Midtsjø; B. Ndiaye; H. Akbunar; M. Thiam; M. U. Nayir
23/24,Round 27,25/02/24,Karagümrük,Alanyaspor,1,1,6.73,7.05,4-2-3-1,4-2-3-1,S. Sirigu; N. Sangaré; D. Biraschi; S. Dursun; (c) M. Mercan; M. Rohdén; D. Kourbelis; E. Mor; V. Eysseric; R. Mendes; G. Yalçın,E. Taşkıran; F. Hadergjonaj; F. Aksoy; F. Aliti; J. Balkovec; L. Fer; Richard Cândido; O. Aydın; P. Sisto; L. Augusto; (c) E. Karaca
23/24,Round 27,25/02/24,Trabzonspor,Adana DS,1,0,7.26,6.81,4-2-3-1,4-2-3-1,(c) U. Çakır; T. Meunier; B. Mendy; S. Denswil; E. Elmalı; U. Güneş; B. A. Özdemir; E. Višća; E. Bardhi; M. Trézéguet; E. Destan,Ş. Mahammadaliev; Y. Atal; A. Gravillon; S. Güler; M. Mohammadi; E. Akbaba; Maestro; Y. Sarı; S. Mendoza; Y. Erdoğan; (c) M. Balotelli
23/24,Round 27,25/02/24,İstanbulspor,Beşiktaş,0,2,6.79,7.25,3-4-2-1,4-2-3-1,A. Arda; O. Erdoğan; M. Vorobjovas; R. Coly; D. Sambissa; Jackson; F. Loshaj; (c) A. Yaşar; M. Mamadou; E. K. Gültekin; E. Gedikli,M. Günok; O. Bulut; (c) N. Uysal; O. Colley; A. Masuaku; M. A. Musrati; G. Fernandes; M. Rashica; E. Muçi; C. Tosun; S. Kilicsoy
23/24,Round 27,26/02/24,Galatasaray,Antalyaspor,2,1,6.99,6.85,4-2-3-1,4-1-4-1,(c) F. Muslera; B. A. Yılmaz; D. Sánchez; V. Nelsson; D. Köhn; K. Demirbay; L. Torreira; Tetê; D. Mertens; K. Aktürkoğlu; C. Vinícius,H. Leite; E. Yeşilyurt; (c) V. Sarı; B. Öztürk; G. Vural; J. Kałuziński; S. v. d. Streek; D. Šarić; U. Akyol; S. Larsson; A. Buksa
23/24,Round 26,16/02/24,Kasımpaşa,Karagümrük,1,1,6.86,6.96,4-1-4-1,4-2-3-1,A. E. Yanar; C. Winck; (c) K. Omeruo; J. Porozo; Y. Özcan; G. Gül; M. Fall; H. Hajradinović; A. Kara; O. Çağlayan; N. Da Costa,S. Sirigu; N. Sangaré; D. Biraschi; S. Dursun; (c) M. Mercan; D. Kourbelis; A. Bertolacci; E. Mor; V. Eysseric; R. Mendes; G. Yalçın
23/24,Round 26,17/02/24,Antalyaspor,İstanbulspor,2,2,7.04,6.86,4-1-4-1,5-3-2,H. Leite; B. Balcı; (c) V. Sarı; B. Öztürk; G. Vural; J. Kałuziński; S. v. d. Streek; D. Šarić; R. Safuri; Z. Bytyqi; A. Buksa,A. Arda; D. Sambissa; M. Yeşil; S. Deli; R. Coly; (c) A. Yaşar; V. Temel; M. Vorobjovas; Jackson; M. Mamadou; E. K. Gültekin
23/24,Round 26,17/02/24,Hatayspor,Sivasspor,1,1,6.91,6.88,4-2-3-1,5-4-1,(c) E. Kardeşler; R. Rivas; G. M. Kilama; N. Maksimović; C. Sertel; C. Massanga; A. Parmak; Ö. F. Beyaz; H. Dervişoğlu; F. Dele-Bashiru; R. Dadaşov,A. Ş. Vural; A. Turgunboev; C. Osmanpaşa; A. Appindangoyé; A. Poungouras; (c) U. Çiftçi; E. Başsan; B. Elmaz; C. Charisis; C. N'Jie; R. Manaj
23/24,Round 26,17/02/24,Rizespor,Fenerbahçe,1,3,6.57,6.96,4-2-3-1,4-2-3-1,(c) T. Çetin; M. T. Şahin; A. Mocsi; E. Topçu; C. Højer; M. Sarıkaya; J. Shelvey; D. Babajide; I. Olawoyin; B. Keser; M. Minchev,D. Livaković; F. Kadıoğlu; Ç. Söyüncü; A. Djiku; J. Oosterwolde; R. Krunić; İ. Yüksek; C. Ünder; S. Szymański; D. Tadić; (c) E. Džeko
23/24,Round 26,18/02/24,Alanyaspor,Adana DS,3,3,6.69,6.78,4-2-3-1,4-2-3-1,E. Taşkıran; F. Hadergjonaj; (c) F. Aksoy; F. Aliti; J. Balkovec; Richard Cândido; J. Novais; O. Aydın; P. Sisto; L. Augusto; Carlos Eduardo,Ş. Mahammadaliev; Y. Atal; S. Güler; A. Gravillon; M. Mohammadi; É. Michut; Maestro; Y. Sarı; E. Akbaba; S. Mendoza; (c) M. Balotelli
23/24,Round 26,18/02/24,Gaziantep,Samsunspor,1,1,6.83,6.87,5-4-1,4-3-3,F. Niță; Ö. Artan; A. Kızıldağ; N. N'Koulou; (c) P. Djilobodji; S. M'Bakata; A. Maxim; M. Jevtović; O. Özçiçek; J. Monteiro; D. Drăguş,O. Kocuk; Z. Yavru; Ľ. Šatka; R. V. Drongelen; S. Gönül; T. Antalyalı; (c) O. Çelik; F. Tait; C. Holse; M. Mouandilmadji; A. Muja
23/24,Round 26,18/02/24,Pendikspor,Trabzonspor,0,2,6.82,7.12,4-4-2,4-2-3-1,E. Canpolat; S. Asan; A. Öztürk; Welinton; N. Sequeira; (c) H. Akbunar; F. Midtsjø; B. Ndiaye; A. Diaby; G. Kaya; M. Thiam,(c) U. Çakır; T. Meunier; J. Fernández; S. Denswil; E. Elmalı; B. A. Özdemir; B. Mendy; E. Višća; E. Bardhi; M. Trézéguet; E. Destan
